timestamp_ms,station_id,unit_id,check_type,result
358806,S08,U000001,VISUAL_ALIGNMENT,PASS
408094,S08,U000002,VISUAL_ALIGNMENT,PASS
479884,S08,U000003,VISUAL_ALIGNMENT,PASS
550810,S08,U000004,VISUAL_ALIGNMENT,PASS
589390,S13,U000001,VISUAL_ALIGNMENT,PASS
629198,S08,U000005,VISUAL_ALIGNMENT,PASS
656594,S13,U000002,VISUAL_ALIGNMENT,PASS
675473,S08,U000006,VISUAL_ALIGNMENT,PASS
725081,S08,U000007,VISUAL_ALIGNMENT,PASS
728628,S13,U000003,VISUAL_ALIGNMENT,PASS
788020,S13,U000004,VISUAL_ALIGNMENT,PASS
810904,S08,U000008,VISUAL_ALIGNMENT,PASS
840507,S18,U000001,VISUAL_ALIGNMENT,PASS
880635,S08,U000009,VISUAL_ALIGNMENT,PASS
892233,S13,U000005,VISUAL_ALIGNMENT,PASS
894652,S18,U000002,VISUAL_ALIGNMENT,PASS
954122,S08,U000010,VISUAL_ALIGNMENT,PASS
958502,S13,U000006,VISUAL_ALIGNMENT,PASS
980384,S18,U000003,VISUAL_ALIGNMENT,PASS
1003323,S08,U000011,VISUAL_ALIGNMENT,PASS
1039350,S13,U000007,VISUAL_ALIGNMENT,PASS
1066016,S08,U000012,VISUAL_ALIGNMENT,PASS
1070616,S18,U000004,VISUAL_ALIGNMENT,PASS
1087395,S13,U000008,VISUAL_ALIGNMENT,PASS
1114275,S24,U000001,VISUAL_ALIGNMENT,PASS
1137549,S08,U000013,VISUAL_ALIGNMENT,PASS
1152915,S18,U000005,VISUAL_ALIGNMENT,PASS
1168757,S13,U000009,VISUAL_ALIGNMENT,PASS
1192694,S24,U000002,VISUAL_ALIGNMENT,PASS
1205468,S08,U000014,VISUAL_ALIGNMENT,PASS
1224934,S18,U000006,VISUAL_ALIGNMENT,PASS
1239145,S13,U000010,VISUAL_ALIGNMENT,PASS
1258660,S08,U000015,VISUAL_ALIGNMENT,PASS
1284466,S18,U000007,VISUAL_ALIGNMENT,PASS
1302610,S13,U000011,VISUAL_ALIGNMENT,PASS
1309942,S24,U000003,VISUAL_ALIGNMENT,PASS
1327470,S08,U000016,VISUAL_ALIGNMENT,PASS
1364285,S18,U000008,VISUAL_ALIGNMENT,PASS
1369136,S13,U000012,VISUAL_ALIGNMENT,PASS
1381668,S08,U000017,VISUAL_ALIGNMENT,PASS
1387777,S24,U000004,VISUAL_ALIGNMENT,PASS
1409417,S18,U000009,VISUAL_ALIGNMENT,PASS
1413603,S13,U000013,VISUAL_ALIGNMENT,PASS
1420839,S30,U000001,VISUAL_ALIGNMENT,PASS
1428853,S08,U000018,VISUAL_ALIGNMENT,PASS
1439922,S24,U000005,VISUAL_ALIGNMENT,PASS
1469019,S13,U000014,VISUAL_ALIGNMENT,PASS
1475574,S30,U000002,VISUAL_ALIGNMENT,PASS
1484502,S08,U000019,VISUAL_ALIGNMENT,PASS
1491764,S24,U000006,VISUAL_ALIGNMENT,PASS
1521449,S18,U000010,VISUAL_ALIGNMENT,PASS
1533122,S08,U000020,VISUAL_ALIGNMENT,PASS
1540770,S13,U000015,VISUAL_ALIGNMENT,PASS
1571512,S18,U000011,VISUAL_ALIGNMENT,PASS
1586060,S13,U000016,VISUAL_ALIGNMENT,PASS
1589490,S24,U000007,VISUAL_ALIGNMENT,PASS
1593901,S08,U000021,VISUAL_ALIGNMENT,PASS
1608992,S30,U000003,VISUAL_ALIGNMENT,PASS
1636165,S13,U000017,VISUAL_ALIGNMENT,PASS
1639471,S08,U000022,VISUAL_ALIGNMENT,PASS
1641849,S18,U000012,VISUAL_ALIGNMENT,PASS
1674107,S24,U000008,VISUAL_ALIGNMENT,PASS
1678005,S30,U000004,VISUAL_ALIGNMENT,PASS
1680800,S13,U000018,VISUAL_ALIGNMENT,PASS
1689335,S08,U000023,VISUAL_ALIGNMENT,PASS
1691380,S18,U000013,VISUAL_ALIGNMENT,PASS
1734191,S24,U000009,VISUAL_ALIGNMENT,PASS
1746003,S30,U000005,VISUAL_ALIGNMENT,PASS
1748195,S13,U000019,VISUAL_ALIGNMENT,PASS
1748302,S08,U000024,VISUAL_ALIGNMENT,PASS
1756016,S18,U000014,VISUAL_ALIGNMENT,PASS
1796741,S24,U000010,VISUAL_ALIGNMENT,PASS
1804153,S30,U000006,VISUAL_ALIGNMENT,PASS
1811120,S13,U000020,VISUAL_ALIGNMENT,PASS
1811313,S18,U000015,VISUAL_ALIGNMENT,PASS
1813878,S08,U000025,VISUAL_ALIGNMENT,PASS
1860080,S24,U000011,VISUAL_ALIGNMENT,PASS
1867120,S18,U000016,VISUAL_ALIGNMENT,PASS
1868938,S13,U000021,VISUAL_ALIGNMENT,PASS
1878789,S08,U000026,VISUAL_ALIGNMENT,PASS
1891526,S30,U000007,VISUAL_ALIGNMENT,PASS
1923498,S18,U000017,VISUAL_ALIGNMENT,PASS
1931314,S08,U000027,VISUAL_ALIGNMENT,PASS
1937944,S13,U000022,VISUAL_ALIGNMENT,PASS
1948622,S24,U000012,VISUAL_ALIGNMENT,PASS
1954250,S30,U000008,VISUAL_ALIGNMENT,PASS
1978101,S18,U000018,VISUAL_ALIGNMENT,PASS
1988518,S08,U000028,VISUAL_ALIGNMENT,PASS
1999190,S24,U000013,VISUAL_ALIGNMENT,PASS
2013113,S13,U000023,VISUAL_ALIGNMENT,PASS
2024004,S30,U000009,VISUAL_ALIGNMENT,PASS
2036027,S18,U000019,VISUAL_ALIGNMENT,PASS
2043513,S08,U000029,VISUAL_ALIGNMENT,PASS
2051133,S24,U000014,VISUAL_ALIGNMENT,PASS
2064441,S13,U000024,VISUAL_ALIGNMENT,PASS
2079525,S30,U000010,VISUAL_ALIGNMENT,PASS
2088155,S18,U000020,VISUAL_ALIGNMENT,PASS
2089148,S08,U000030,VISUAL_ALIGNMENT,PASS
2122202,S13,U000025,VISUAL_ALIGNMENT,PASS
2132618,S30,U000011,VISUAL_ALIGNMENT,PASS
2137737,S24,U000015,VISUAL_ALIGNMENT,FAIL
2147816,S08,U000031,VISUAL_ALIGNMENT,PASS
2150403,S18,U000021,VISUAL_ALIGNMENT,PASS
2179717,S24,U000016,VISUAL_ALIGNMENT,PASS
2187393,S13,U000026,VISUAL_ALIGNMENT,PASS
2203790,S08,U000032,VISUAL_ALIGNMENT,PASS
2207821,S18,U000022,VISUAL_ALIGNMENT,FAIL
2237612,S24,U000017,VISUAL_ALIGNMENT,PASS
2241214,S30,U000012,VISUAL_ALIGNMENT,PASS
2260911,S13,U000027,VISUAL_ALIGNMENT,PASS
2265089,S08,U000033,VISUAL_ALIGNMENT,PASS
2284729,S18,U000023,VISUAL_ALIGNMENT,PASS
2284767,S24,U000018,VISUAL_ALIGNMENT,PASS
2306751,S30,U000013,VISUAL_ALIGNMENT,PASS
2312601,S13,U000028,VISUAL_ALIGNMENT,PASS
2346511,S24,U000019,VISUAL_ALIGNMENT,PASS
2351455,S30,U000014,VISUAL_ALIGNMENT,PASS
