unit_id,created_at_ms,vehicle_model,supplier_batch
U000001,0,MODEL_A,BATCH_01
U000002,44274,MODEL_A,BATCH_01
U000003,84337,MODEL_A,BATCH_01
U000004,121433,MODEL_A,BATCH_01
U000005,170311,MODEL_B,BATCH_01
U000006,206307,MODEL_A,BATCH_01
U000007,248888,MODEL_A,BATCH_02
U000008,285171,MODEL_A,BATCH_01
U000009,324514,MODEL_A,BATCH_01
U000010,365420,MODEL_B,BATCH_01
U000011,401177,MODEL_A,BATCH_01
U000012,441568,MODEL_A,BATCH_01
U000013,477542,MODEL_A,BATCH_01
U000014,509555,MODEL_A,BATCH_02
U000015,551134,MODEL_B,BATCH_01
U000016,588859,MODEL_A,BATCH_01
U000017,625431,MODEL_A,BATCH_01
U000018,666770,MODEL_A,BATCH_01
U000019,697051,MODEL_A,BATCH_01
U000020,738994,MODEL_B,BATCH_01
U000021,775574,MODEL_A,BATCH_02
U000022,812065,MODEL_A,BATCH_01
U000023,849220,MODEL_A,BATCH_01
U000024,889820,MODEL_A,BATCH_01
U000025,928857,MODEL_B,BATCH_01
U000026,965540,MODEL_A,BATCH_01
U000027,1006680,MODEL_A,BATCH_01
U000028,1041873,MODEL_A,BATCH_02
U000029,1079864,MODEL_A,BATCH_01
U000030,1115169,MODEL_B,BATCH_01
U000031,1152440,MODEL_A,BATCH_01
U000032,1190236,MODEL_A,BATCH_01
U000033,1234358,MODEL_A,BATCH_01
U000034,1269517,MODEL_A,BATCH_01
U000035,1307942,MODEL_B,BATCH_02
U000036,1342000,MODEL_A,BATCH_01
U000037,1383042,MODEL_A,BATCH_01
U000038,1422649,MODEL_A,BATCH_01
U000039,1468594,MODEL_A,BATCH_01
U000040,1512664,MODEL_B,BATCH_01
U000041,1557191,MODEL_A,BATCH_01
U000042,1596348,MODEL_A,BATCH_02
U000043,1639143,MODEL_A,BATCH_01
U000044,1681622,MODEL_A,BATCH_01
U000045,1727146,MODEL_B,BATCH_01
U000046,1776513,MODEL_A,BATCH_01
U000047,1818257,MODEL_A,BATCH_01
U000048,1864381,MODEL_A,BATCH_01
U000049,1906615,MODEL_A,BATCH_02
U000050,1957590,MODEL_B,BATCH_01
U000051,2000881,MODEL_A,BATCH_01
U000052,2043781,MODEL_A,BATCH_01
U000053,2094196,MODEL_A,BATCH_01
U000054,2137325,MODEL_A,BATCH_01
U000055,2179334,MODEL_B,BATCH_01
U000056,2221227,MODEL_A,BATCH_02
U000057,2263281,MODEL_A,BATCH_01
U000058,2312984,MODEL_A,BATCH_01
U000059,2354835,MODEL_A,BATCH_01
U000060,2403363,MODEL_B,BATCH_01
U000061,2453757,MODEL_A,BATCH_01
U000062,2499609,MODEL_A,BATCH_01
U000063,2540980,MODEL_A,BATCH_02
U000064,2582070,MODEL_A,BATCH_01
U000065,2629655,MODEL_B,BATCH_01
U000066,2677322,MODEL_A,BATCH_01
U000067,2722174,MODEL_A,BATCH_01
U000068,2782793,MODEL_A,BATCH_01
U000069,2850993,MODEL_A,BATCH_01
U000070,2912473,MODEL_B,BATCH_02
U000071,2975710,MODEL_A,BATCH_01
U000072,3031498,MODEL_A,BATCH_01
U000073,3102112,MODEL_A,BATCH_01
U000074,3151622,MODEL_A,BATCH_01
U000075,3216482,MODEL_B,BATCH_01
U000076,3281737,MODEL_A,BATCH_01
U000077,3348128,MODEL_A,BATCH_02
U000078,3409067,MODEL_A,BATCH_01
U000079,3462507,MODEL_A,BATCH_01
U000080,3526823,MODEL_B,BATCH_01
U000081,3579360,MODEL_A,BATCH_01
U000082,3639416,MODEL_A,BATCH_01
U000083,3703205,MODEL_A,BATCH_01
U000084,3766565,MODEL_A,BATCH_02
U000085,3830249,MODEL_B,BATCH_01
U000086,3890639,MODEL_A,BATCH_01
U000087,3954304,MODEL_A,BATCH_01
U000088,4021777,MODEL_A,BATCH_01
U000089,4094931,MODEL_A,BATCH_01
U000090,4154794,MODEL_B,BATCH_01
U000091,4209051,MODEL_A,BATCH_02
U000092,4276035,MODEL_A,BATCH_01
U000093,4335188,MODEL_A,BATCH_01
U000094,4396694,MODEL_A,BATCH_01
U000095,4454643,MODEL_B,BATCH_01
U000096,4504114,MODEL_A,BATCH_01
U000097,4560204,MODEL_A,BATCH_01
U000098,4615690,MODEL_A,BATCH_02
U000099,4670440,MODEL_A,BATCH_01
U000100,4728842,MODEL_B,BATCH_01
U000101,4800530,MODEL_A,BATCH_01
U000102,4867541,MODEL_A,BATCH_01
U000103,4925222,MODEL_A,BATCH_01
U000104,4982783,MODEL_A,BATCH_01
U000105,5050636,MODEL_B,BATCH_02
U000106,5121334,MODEL_A,BATCH_01
U000107,5185669,MODEL_A,BATCH_01
U000108,5250367,MODEL_A,BATCH_01
U000109,5311247,MODEL_A,BATCH_01
U000110,5366790,MODEL_B,BATCH_01
U000111,5436659,MODEL_A,BATCH_01
U000112,5505162,MODEL_A,BATCH_02
U000113,5567408,MODEL_A,BATCH_01
U000114,5626526,MODEL_A,BATCH_01
U000115,5684590,MODEL_B,BATCH_01
U000116,5743296,MODEL_A,BATCH_01
U000117,5802791,MODEL_A,BATCH_01
U000118,5853306,MODEL_A,BATCH_01
U000119,5905837,MODEL_A,BATCH_02
U000120,5966579,MODEL_B,BATCH_01
U000121,6033969,MODEL_A,BATCH_01
U000122,6088410,MODEL_A,BATCH_01
U000123,6141550,MODEL_A,BATCH_01
U000124,6195967,MODEL_A,BATCH_01
U000125,6250506,MODEL_B,BATCH_01
U000126,6314973,MODEL_A,BATCH_02
U000127,6373666,MODEL_A,BATCH_01
U000128,6435780,MODEL_A,BATCH_01
U000129,6503305,MODEL_A,BATCH_01
U000130,6556921,MODEL_B,BATCH_01
U000131,6618069,MODEL_A,BATCH_01
U000132,6667570,MODEL_A,BATCH_01
U000133,6727375,MODEL_A,BATCH_02
U000134,6788774,MODEL_A,BATCH_01
U000135,6860651,MODEL_B,BATCH_01
U000136,6920473,MODEL_A,BATCH_01
U000137,6981295,MODEL_A,BATCH_01
U000138,7043704,MODEL_A,BATCH_01
U000139,7099535,MODEL_A,BATCH_01
U000140,7159690,MODEL_B,BATCH_02
U000141,7218797,MODEL_A,BATCH_01
U000142,7283913,MODEL_A,BATCH_01
U000143,7349401,MODEL_A,BATCH_01
U000144,7411271,MODEL_A,BATCH_01
U000145,7470931,MODEL_B,BATCH_01
U000146,7536792,MODEL_A,BATCH_01
U000147,7587852,MODEL_A,BATCH_02
U000148,7651515,MODEL_A,BATCH_01
U000149,7705074,MODEL_A,BATCH_01
U000150,7759639,MODEL_B,BATCH_01
U000151,7826925,MODEL_A,BATCH_01
U000152,7883773,MODEL_A,BATCH_01
U000153,7940452,MODEL_A,BATCH_01
U000154,7991217,MODEL_A,BATCH_02
U000155,8061486,MODEL_B,BATCH_01
U000156,8129415,MODEL_A,BATCH_01
U000157,8189774,MODEL_A,BATCH_01
U000158,8247886,MODEL_A,BATCH_01
U000159,8306381,MODEL_A,BATCH_01
U000160,8370308,MODEL_B,BATCH_01
U000161,8429334,MODEL_A,BATCH_02
U000162,8491201,MODEL_A,BATCH_01
U000163,8552573,MODEL_A,BATCH_01
U000164,8614224,MODEL_A,BATCH_01
U000165,8673686,MODEL_B,BATCH_01
U000166,8734392,MODEL_A,BATCH_01
U000167,8793557,MODEL_A,BATCH_01
U000168,8870576,MODEL_A,BATCH_02
U000169,8924164,MODEL_A,BATCH_01
U000170,8982031,MODEL_B,BATCH_01
U000171,9049720,MODEL_A,BATCH_01
U000172,9112621,MODEL_A,BATCH_01
U000173,9167108,MODEL_A,BATCH_01
U000174,9226097,MODEL_A,BATCH_01
U000175,9273114,MODEL_B,BATCH_02
U000176,9335022,MODEL_A,BATCH_01
U000177,9399336,MODEL_A,BATCH_01
U000178,9459399,MODEL_A,BATCH_01
U000179,9517994,MODEL_A,BATCH_01
U000180,9574475,MODEL_B,BATCH_01
U000181,9639051,MODEL_A,BATCH_01
U000182,9695010,MODEL_A,BATCH_02
U000183,9768016,MODEL_A,BATCH_01
U000184,9828162,MODEL_A,BATCH_01
U000185,9898021,MODEL_B,BATCH_01
U000186,9961363,MODEL_A,BATCH_01
U000187,10020914,MODEL_A,BATCH_01
U000188,10081815,MODEL_A,BATCH_01
U000189,10127628,MODEL_A,BATCH_02
U000190,10187696,MODEL_B,BATCH_01
U000191,10247438,MODEL_A,BATCH_01
U000192,10302362,MODEL_A,BATCH_01
U000193,10358452,MODEL_A,BATCH_01
U000194,10417357,MODEL_A,BATCH_01
U000195,10477945,MODEL_B,BATCH_01
U000196,10534134,MODEL_A,BATCH_02
U000197,10607717,MODEL_A,BATCH_01
U000198,10677561,MODEL_A,BATCH_01
U000199,10734400,MODEL_A,BATCH_01
U000200,10790627,MODEL_B,BATCH_01
U000201,10851313,MODEL_A,BATCH_01
U000202,10915503,MODEL_A,BATCH_01
U000203,10969851,MODEL_A,BATCH_02
U000204,11030849,MODEL_A,BATCH_01
U000205,11088833,MODEL_B,BATCH_01
U000206,11145068,MODEL_A,BATCH_01
U000207,11203651,MODEL_A,BATCH_01
U000208,11262733,MODEL_A,BATCH_01
U000209,11319899,MODEL_A,BATCH_01
U000210,11381414,MODEL_B,BATCH_02
U000211,11435088,MODEL_A,BATCH_01
U000212,11495433,MODEL_A,BATCH_01
U000213,11557477,MODEL_A,BATCH_01
U000214,11627021,MODEL_A,BATCH_01
U000215,11683319,MODEL_B,BATCH_01
U000216,11744517,MODEL_A,BATCH_01
U000217,11803947,MODEL_A,BATCH_02
U000218,11857695,MODEL_A,BATCH_01
U000219,11918038,MODEL_A,BATCH_01
U000220,11989000,MODEL_B,BATCH_01
U000221,12058333,MODEL_A,BATCH_01
U000222,12121542,MODEL_A,BATCH_01
U000223,12187090,MODEL_A,BATCH_01
U000224,12246914,MODEL_A,BATCH_02
U000225,12300947,MODEL_B,BATCH_01
U000226,12354791,MODEL_A,BATCH_01
U000227,12408842,MODEL_A,BATCH_01
U000228,12484511,MODEL_A,BATCH_01
U000229,12545896,MODEL_A,BATCH_01
U000230,12612416,MODEL_B,BATCH_01
U000231,12672230,MODEL_A,BATCH_02
U000232,12735918,MODEL_A,BATCH_01
U000233,12798612,MODEL_A,BATCH_01
U000234,12863669,MODEL_A,BATCH_01
U000235,12922571,MODEL_B,BATCH_01
U000236,12988149,MODEL_A,BATCH_01
U000237,13051125,MODEL_A,BATCH_01
U000238,13108857,MODEL_A,BATCH_02
U000239,13163637,MODEL_A,BATCH_01
U000240,13229728,MODEL_B,BATCH_01
U000241,13293760,MODEL_A,BATCH_01
U000242,13349914,MODEL_A,BATCH_01
U000243,13409380,MODEL_A,BATCH_01
U000244,13463540,MODEL_A,BATCH_01
U000245,13519030,MODEL_B,BATCH_02
U000246,13582064,MODEL_A,BATCH_01
U000247,13652237,MODEL_A,BATCH_01
U000248,13717437,MODEL_A,BATCH_01
U000249,13779473,MODEL_A,BATCH_01
U000250,13838032,MODEL_B,BATCH_01
U000251,13895417,MODEL_A,BATCH_01
U000252,13956641,MODEL_A,BATCH_02
U000253,14022146,MODEL_A,BATCH_01
U000254,14079438,MODEL_A,BATCH_01
U000255,14149461,MODEL_B,BATCH_01
U000256,14205925,MODEL_A,BATCH_01
U000257,14263621,MODEL_A,BATCH_01
U000258,14337444,MODEL_A,BATCH_01
U000259,14400545,MODEL_A,BATCH_02
U000260,14454100,MODEL_B,BATCH_01
U000261,14526674,MODEL_A,BATCH_01
U000262,14595012,MODEL_A,BATCH_01
U000263,14663515,MODEL_A,BATCH_01
U000264,14723793,MODEL_A,BATCH_01
U000265,14779429,MODEL_B,BATCH_01
U000266,14839411,MODEL_A,BATCH_02
U000267,14905249,MODEL_A,BATCH_01
U000268,14971796,MODEL_A,BATCH_01
U000269,15033515,MODEL_A,BATCH_01
U000270,15088993,MODEL_B,BATCH_01
U000271,15145639,MODEL_A,BATCH_01
U000272,15218756,MODEL_A,BATCH_01
U000273,15289358,MODEL_A,BATCH_02
U000274,15345149,MODEL_A,BATCH_01
U000275,15408144,MODEL_B,BATCH_01
U000276,15463378,MODEL_A,BATCH_01
U000277,15514702,MODEL_A,BATCH_01
U000278,15569488,MODEL_A,BATCH_01
U000279,15635939,MODEL_A,BATCH_01
U000280,15692867,MODEL_B,BATCH_02
U000281,15765727,MODEL_A,BATCH_01
U000282,15823198,MODEL_A,BATCH_01
U000283,15890856,MODEL_A,BATCH_01
U000284,15951644,MODEL_A,BATCH_01
U000285,16024018,MODEL_B,BATCH_01
U000286,16074170,MODEL_A,BATCH_01
U000287,16129766,MODEL_A,BATCH_02
U000288,16183367,MODEL_A,BATCH_01
U000289,16233558,MODEL_A,BATCH_01
U000290,16300451,MODEL_B,BATCH_01
U000291,16354450,MODEL_A,BATCH_01
U000292,16418048,MODEL_A,BATCH_01
U000293,16478717,MODEL_A,BATCH_01
U000294,16533939,MODEL_A,BATCH_02
U000295,16597693,MODEL_B,BATCH_01
U000296,16662242,MODEL_A,BATCH_01
U000297,16735094,MODEL_A,BATCH_01
U000298,16789766,MODEL_A,BATCH_01
U000299,16842277,MODEL_A,BATCH_01
U000300,16897641,MODEL_B,BATCH_01
U000301,16949156,MODEL_A,BATCH_02
U000302,17005436,MODEL_A,BATCH_01
U000303,17059298,MODEL_A,BATCH_01
U000304,17117185,MODEL_A,BATCH_01
U000305,17180435,MODEL_B,BATCH_01
U000306,17243946,MODEL_A,BATCH_01
