timestamp_ms,station_id,unit_id,defect_type,severity,result
504641,S10,U000001,,,PASS
571998,S10,U000002,,,PASS
643965,S10,U000003,,,PASS
701798,S10,U000004,,,PASS
772794,S10,U000005,,,PASS
823201,S10,U000006,,,PASS
875703,S10,U000007,,,PASS
923114,S10,U000008,,,PASS
993412,S10,U000009,,,PASS
1004585,S20,U000001,,,PASS
1044354,S10,U000010,,,PASS
1104246,S10,U000011,,,PASS
1121930,S20,U000002,,,PASS
1162433,S20,U000003,,,PASS
1172691,S10,U000012,,,PASS
1224958,S20,U000004,,,PASS
1234709,S10,U000013,,,PASS
1288002,S10,U000014,,,PASS
1325755,S20,U000005,,,PASS
1354365,S10,U000015,,,PASS
1378610,S20,U000006,,,PASS
1420851,S10,U000016,,,PASS
1434575,S20,U000007,,,PASS
1473294,S10,U000017,,,PASS
1495131,S20,U000008,,,PASS
1542723,S30,U000001,,,PASS
1546730,S10,U000018,,,PASS
1573117,S20,U000009,,,PASS
1615766,S10,U000019,,,PASS
1625065,S20,U000010,,,PASS
1644312,S30,U000002,,,PASS
1673493,S10,U000020,,,PASS
1684191,S20,U000011,,,PASS
1691525,S30,U000003,,,PASS
1739834,S10,U000021,,,PASS
1751988,S30,U000004,,,PASS
1777060,S20,U000012,,,PASS
1795675,S10,U000022,,,PASS
1828022,S20,U000013,,,PASS
1848528,S30,U000005,,,PASS
1857280,S10,U000023,,,PASS
1884744,S20,U000014,,,PASS
1903948,S30,U000006,,,PASS
1918261,S10,U000024,,,PASS
1956274,S20,U000015,,,PASS
1979224,S30,U000007,,,PASS
1987017,S10,U000025,,,PASS
1998004,S40,U000001,,,PASS
2002116,S20,U000016,,,PASS
2034907,S30,U000008,,,PASS
2036189,S10,U000026,,,PASS
2068646,S20,U000017,,,PASS
2090111,S30,U000009,,,PASS
2101591,S10,U000027,,,PASS
2128405,S40,U000002,,,PASS
2130134,S20,U000018,,,PASS
2151565,S10,U000028,,,PASS
2176581,S40,U000003,,,PASS
2191581,S30,U000010,,,PASS
2199176,S10,U000029,,,PASS
2212026,S20,U000019,,,PASS
2259420,S40,U000004,,,PASS
2264409,S20,U000020,WELD_MISALIGNMENT,4,FAIL
2273289,S30,U000011,,,PASS
2302842,S10,U000030,,,PASS
2306611,S40,U000005,,,PASS
2322837,S20,U000021,,,PASS
2349048,S10,U000031,,,PASS
2354720,S30,U000012,,,PASS
2382570,S40,U000006,,,PASS
2386905,S20,U000022,,,PASS
2402938,S10,U000032,WELD_MISALIGNMENT,4,FAIL
2411084,S30,U000013,WELD_MISALIGNMENT,4,FAIL
2426886,S40,U000007,,,PASS
2444056,S20,U000023,,,PASS
2477786,S30,U000014,,,PASS
2480233,S10,U000033,,,PASS
2507627,S20,U000024,,,PASS
2522151,S30,U000015,,,PASS
2534012,S40,U000008,,,PASS
2542411,S10,U000034,,,PASS
2579377,S30,U000016,,,PASS
2588201,S40,U000009,,,PASS
2593703,S20,U000025,,,PASS
2595076,S10,U000035,,,PASS
2645202,S20,U000026,,,PASS
2651729,S30,U000017,,,PASS
2652214,S10,U000036,,,PASS
2682220,S40,U000010,,,PASS
2700873,S10,U000037,,,PASS
2703615,S20,U000027,,,PASS
2707553,S30,U000018,,,PASS
2754730,S40,U000011,,,PASS
2758381,S30,U000019,,,PASS
2759174,S20,U000028,,,PASS
2780028,S10,U000038,,,PASS
2812182,S20,U000029,WELD_MISALIGNMENT,4,FAIL
2822554,S40,U000012,,,PASS
2831017,S30,U000020,WELD_MISALIGNMENT,4,FAIL
2838382,S10,U000039,,,PASS
2872653,S20,U000030,,,PASS
2891383,S40,U000013,,,PASS
2893858,S10,U000040,,,PASS
2903161,S30,U000021,,,PASS
2937943,S20,U000031,,,PASS
2949627,S40,U000014,,,PASS
2960599,S30,U000022,,,PASS
2971325,S10,U000041,,,PASS
2992196,S20,U000032,WELD_MISALIGNMENT,4,FAIL
3015738,S40,U000015,,,PASS
3029709,S30,U000023,,,PASS
3050204,S20,U000033,,,PASS
3058663,S10,U000042,WELD_MISALIGNMENT,4,FAIL
3086300,S30,U000024,,,PASS
3099041,S40,U000016,,,PASS
3105336,S20,U000034,,,PASS
3119040,S10,U000043,,,PASS
3142664,S30,U000025,,,PASS
3161201,S40,U000017,,,PASS
3166432,S10,U000044,,,PASS
3179052,S20,U000035,,,PASS
3190609,S30,U000026,,,PASS
3213828,S40,U000018,,,PASS
3225967,S20,U000036,WELD_MISALIGNMENT,4,FAIL
3238681,S10,U000045,,,PASS
3268369,S30,U000027,,,PASS
3275148,S40,U000019,,,PASS
3294447,S20,U000037,,,PASS
3302351,S10,U000046,,,PASS
3318312,S30,U000028,,,PASS
3328879,S40,U000020,WELD_MISALIGNMENT,4,FAIL
3350944,S10,U000047,,,PASS
3362070,S20,U000038,,,PASS
3367379,S30,U000029,WELD_MISALIGNMENT,4,FAIL
3395407,S40,U000021,,,PASS
3412786,S30,U000030,,,PASS
3416377,S20,U000039,,,PASS
3438616,S10,U000048,,,PASS
3451861,S40,U000022,,,PASS
3470506,S30,U000031,,,PASS
3479196,S20,U000040,,,PASS
3496137,S10,U000049,,,PASS
3533909,S20,U000041,,,PASS
3534934,S40,U000023,,,PASS
3543713,S10,U000050,,,PASS
3559146,S30,U000032,,,PASS
3578559,S40,U000024,,,PASS
3589330,S10,U000051,,,PASS
3602249,S20,U000042,,,PASS
3618403,S30,U000033,,,PASS
3653330,S10,U000052,,,PASS
3662383,S40,U000025,,,PASS
3675484,S20,U000043,,,PASS
3679367,S30,U000034,,,PASS
3703467,S10,U000053,,,PASS
3715999,S40,U000026,,,PASS
3739652,S30,U000035,,,PASS
3746988,S20,U000044,,,PASS
3755774,S10,U000054,,,PASS
3762701,S40,U000027,,,PASS
3797919,S20,U000045,,,PASS
3799932,S30,U000036,WELD_MISALIGNMENT,4,FAIL
3813422,S10,U000055,,,PASS
3827518,S40,U000028,,,PASS
3857264,S30,U000037,,,PASS
3860077,S20,U000046,,,PASS
3864550,S10,U000056,,,PASS
3873120,S40,U000029,WELD_MISALIGNMENT,4,FAIL
3934214,S10,U000057,,,PASS
3938784,S20,U000047,,,PASS
3940862,S30,U000038,,,PASS
3945313,S40,U000030,,,PASS
3994407,S10,U000058,,,PASS
3998186,S20,U000048,,,PASS
4010367,S30,U000039,,,PASS
4033395,S40,U000031,,,PASS
4054487,S20,U000049,,,PASS
4054820,S10,U000059,,,PASS
4073779,S30,U000040,,,PASS
4078191,S40,U000032,,,PASS
4117428,S20,U000050,,,PASS
4128709,S10,U000060,,,PASS
4146261,S40,U000033,,,PASS
4150504,S30,U000041,,,PASS
4170770,S20,U000051,,,PASS
4197739,S40,U000034,,,PASS
4209694,S30,U000042,WELD_MISALIGNMENT,4,FAIL
4210248,S10,U000061,,,PASS
4250942,S10,U000062,,,PASS
4265435,S40,U000035,,,PASS
4268261,S20,U000052,,,PASS
4292153,S30,U000043,,,PASS
4304436,S10,U000063,,,PASS
4311193,S40,U000036,WELD_MISALIGNMENT,4,FAIL
4339348,S30,U000044,,,PASS
4346959,S10,U000064,,,PASS
4349866,S20,U000053,,,PASS
4366161,S40,U000037,,,PASS
4395426,S30,U000045,,,PASS
4398376,S20,U000054,,,PASS
4447569,S10,U000065,,,PASS
4459749,S40,U000038,,,PASS
4462614,S20,U000055,,,PASS
4467118,S30,U000046,,,PASS
4496882,S10,U000066,,,PASS
4518641,S30,U000047,,,PASS
4522990,S20,U000056,,,PASS
4523744,S40,U000039,,,PASS
4543393,S10,U000067,,,PASS
4567711,S30,U000048,,,PASS
4583642,S20,U000057,,,PASS
4599688,S40,U000040,,,PASS
4633057,S10,U000068,,,PASS
4639776,S30,U000049,,,PASS
4651467,S40,U000041,,,PASS
4674837,S20,U000058,,,PASS
4688094,S30,U000050,,,PASS
4692867,S10,U000069,,,PASS
4702219,S40,U000042,WELD_MISALIGNMENT,4,FAIL
4737198,S20,U000059,,,PASS
4740423,S10,U000070,,,PASS
4745968,S30,U000051,,,PASS
4763045,S40,U000043,,,PASS
4791819,S10,U000071,,,PASS
4798713,S30,U000052,,,PASS
4802866,S20,U000060,,,PASS
4847846,S40,U000044,,,PASS
4851745,S30,U000053,,,PASS
4854874,S20,U000061,,,PASS
4877692,S10,U000072,,,PASS
4894607,S40,U000045,,,PASS
4911411,S20,U000062,,,PASS
