unit_id,created_at_ms,vehicle_model,supplier_batch
U000001,0,MODEL_A,BATCH_01
U000002,37423,MODEL_A,BATCH_01
U000003,74347,MODEL_A,BATCH_01
U000004,108433,MODEL_A,BATCH_01
U000005,150155,MODEL_B,BATCH_01
U000006,192347,MODEL_A,BATCH_01
U000007,229594,MODEL_A,BATCH_02
U000008,269980,MODEL_A,BATCH_01
U000009,305335,MODEL_A,BATCH_01
U000010,345714,MODEL_B,BATCH_01
U000011,382259,MODEL_A,BATCH_01
U000012,414315,MODEL_A,BATCH_01
U000013,451194,MODEL_A,BATCH_01
U000014,491030,MODEL_A,BATCH_02
U000015,523487,MODEL_B,BATCH_01
U000016,559752,MODEL_A,BATCH_01
U000017,603196,MODEL_A,BATCH_01
U000018,639417,MODEL_A,BATCH_01
U000019,674908,MODEL_A,BATCH_01
U000020,711216,MODEL_B,BATCH_01
U000021,748073,MODEL_A,BATCH_02
U000022,782511,MODEL_A,BATCH_01
U000023,819171,MODEL_A,BATCH_01
U000024,858693,MODEL_A,BATCH_01
U000025,893444,MODEL_B,BATCH_01
U000026,930087,MODEL_A,BATCH_01
U000027,968099,MODEL_A,BATCH_01
U000028,1005025,MODEL_A,BATCH_02
U000029,1041456,MODEL_A,BATCH_01
U000030,1079523,MODEL_B,BATCH_01
U000031,1121623,MODEL_A,BATCH_01
U000032,1162821,MODEL_A,BATCH_01
U000033,1207579,MODEL_A,BATCH_01
U000034,1240775,MODEL_A,BATCH_01
U000035,1272690,MODEL_B,BATCH_02
U000036,1309343,MODEL_A,BATCH_01
U000037,1349351,MODEL_A,BATCH_01
U000038,1387347,MODEL_A,BATCH_01
U000039,1424383,MODEL_A,BATCH_01
U000040,1466319,MODEL_B,BATCH_01
U000041,1508567,MODEL_A,BATCH_01
U000042,1545743,MODEL_A,BATCH_02
U000043,1585031,MODEL_A,BATCH_01
U000044,1617887,MODEL_A,BATCH_01
U000045,1655767,MODEL_B,BATCH_01
U000046,1689633,MODEL_A,BATCH_01
U000047,1725257,MODEL_A,BATCH_01
U000048,1761780,MODEL_A,BATCH_01
U000049,1807039,MODEL_A,BATCH_02
U000050,1852029,MODEL_B,BATCH_01
U000051,1902315,MODEL_A,BATCH_01
U000052,1953437,MODEL_A,BATCH_01
U000053,2012161,MODEL_A,BATCH_01
U000054,2066855,MODEL_A,BATCH_01
U000055,2121488,MODEL_B,BATCH_01
U000056,2174563,MODEL_A,BATCH_02
U000057,2229532,MODEL_A,BATCH_01
U000058,2279460,MODEL_A,BATCH_01
U000059,2326569,MODEL_A,BATCH_01
U000060,2381525,MODEL_B,BATCH_01
U000061,2425516,MODEL_A,BATCH_01
U000062,2473539,MODEL_A,BATCH_01
U000063,2521893,MODEL_A,BATCH_02
U000064,2572217,MODEL_A,BATCH_01
U000065,2628076,MODEL_B,BATCH_01
U000066,2685244,MODEL_A,BATCH_01
U000067,2726190,MODEL_A,BATCH_01
U000068,2775425,MODEL_A,BATCH_01
U000069,2838951,MODEL_A,BATCH_01
U000070,2885502,MODEL_B,BATCH_02
U000071,2942447,MODEL_A,BATCH_01
U000072,2995484,MODEL_A,BATCH_01
U000073,3051985,MODEL_A,BATCH_01
U000074,3116834,MODEL_A,BATCH_01
U000075,3169294,MODEL_B,BATCH_01
U000076,3224305,MODEL_A,BATCH_01
U000077,3273822,MODEL_A,BATCH_02
U000078,3338406,MODEL_A,BATCH_01
U000079,3385148,MODEL_A,BATCH_01
U000080,3438872,MODEL_B,BATCH_01
U000081,3495885,MODEL_A,BATCH_01
U000082,3550886,MODEL_A,BATCH_01
U000083,3606494,MODEL_A,BATCH_01
U000084,3672810,MODEL_A,BATCH_02
U000085,3727034,MODEL_B,BATCH_01
