timestamp_ms,station_id,unit_id,check_type,result
351834,S08,U000001,VISUAL_ALIGNMENT,PASS
418963,S08,U000002,VISUAL_ALIGNMENT,PASS
471253,S08,U000003,VISUAL_ALIGNMENT,PASS
524451,S08,U000004,VISUAL_ALIGNMENT,PASS
584574,S08,U000005,VISUAL_ALIGNMENT,PASS
606164,S13,U000001,VISUAL_ALIGNMENT,PASS
663665,S08,U000006,VISUAL_ALIGNMENT,PASS
683430,S13,U000002,VISUAL_ALIGNMENT,PASS
717539,S08,U000007,VISUAL_ALIGNMENT,PASS
739789,S13,U000003,VISUAL_ALIGNMENT,PASS
780979,S08,U000008,VISUAL_ALIGNMENT,PASS
808333,S13,U000004,VISUAL_ALIGNMENT,PASS
837118,S08,U000009,VISUAL_ALIGNMENT,PASS
871771,S13,U000005,VISUAL_ALIGNMENT,PASS
883604,S08,U000010,VISUAL_ALIGNMENT,PASS
889999,S18,U000001,VISUAL_ALIGNMENT,PASS
919385,S08,U000011,VISUAL_ALIGNMENT,PASS
929020,S13,U000006,VISUAL_ALIGNMENT,PASS
950454,S18,U000002,VISUAL_ALIGNMENT,PASS
974991,S08,U000012,VISUAL_ALIGNMENT,PASS
994988,S13,U000007,VISUAL_ALIGNMENT,PASS
1023700,S18,U000003,VISUAL_ALIGNMENT,PASS
1036073,S08,U000013,VISUAL_ALIGNMENT,PASS
1065511,S13,U000008,VISUAL_ALIGNMENT,PASS
1076933,S18,U000004,VISUAL_ALIGNMENT,PASS
1114187,S08,U000014,VISUAL_ALIGNMENT,PASS
1145115,S18,U000005,VISUAL_ALIGNMENT,PASS
1151029,S13,U000009,VISUAL_ALIGNMENT,PASS
1166658,S08,U000015,VISUAL_ALIGNMENT,PASS
1177253,S24,U000001,VISUAL_ALIGNMENT,PASS
1192112,S18,U000006,VISUAL_ALIGNMENT,PASS
1206039,S13,U000010,VISUAL_ALIGNMENT,PASS
1230791,S08,U000016,VISUAL_ALIGNMENT,PASS
1236140,S18,U000007,VISUAL_ALIGNMENT,PASS
1272398,S08,U000017,VISUAL_ALIGNMENT,PASS
1275362,S13,U000011,VISUAL_ALIGNMENT,PASS
1286755,S24,U000002,VISUAL_ALIGNMENT,PASS
1290861,S18,U000008,VISUAL_ALIGNMENT,PASS
1336986,S13,U000012,VISUAL_ALIGNMENT,PASS
1345219,S08,U000018,VISUAL_ALIGNMENT,PASS
1358006,S24,U000003,VISUAL_ALIGNMENT,PASS
1399425,S18,U000009,VISUAL_ALIGNMENT,PASS
1410138,S13,U000013,VISUAL_ALIGNMENT,PASS
1415693,S08,U000019,VISUAL_ALIGNMENT,PASS
1432086,S24,U000004,VISUAL_ALIGNMENT,PASS
1455735,S18,U000010,VISUAL_ALIGNMENT,PASS
1461116,S13,U000014,VISUAL_ALIGNMENT,PASS
1462505,S08,U000020,VISUAL_ALIGNMENT,PASS
1484910,S30,U000001,VISUAL_ALIGNMENT,PASS
1487607,S24,U000005,VISUAL_ALIGNMENT,PASS
1532973,S24,U000006,VISUAL_ALIGNMENT,PASS
1533209,S18,U000011,VISUAL_ALIGNMENT,PASS
1536081,S13,U000015,VISUAL_ALIGNMENT,PASS
1540205,S08,U000021,VISUAL_ALIGNMENT,PASS
1557247,S30,U000002,VISUAL_ALIGNMENT,PASS
1577776,S18,U000012,VISUAL_ALIGNMENT,PASS
1593305,S24,U000007,VISUAL_ALIGNMENT,PASS
1593717,S08,U000022,VISUAL_ALIGNMENT,PASS
1597463,S13,U000016,VISUAL_ALIGNMENT,PASS
1644421,S24,U000008,VISUAL_ALIGNMENT,PASS
1648711,S18,U000013,VISUAL_ALIGNMENT,PASS
1652250,S08,U000023,VISUAL_ALIGNMENT,PASS
