timestamp_ms,station_id,unit_id,defect_type,severity,result
446917,S10,U000001,,,PASS
525044,S10,U000002,,,PASS
566544,S10,U000003,,,PASS
610735,S10,U000004,,,PASS
669858,S10,U000005,,,PASS
763518,S10,U000006,,,PASS
815595,S10,U000007,,,PASS
869504,S10,U000008,,,PASS
922097,S10,U000009,,,PASS
980100,S10,U000010,,,PASS
1013166,S21,U000001,,,PASS
1032823,S10,U000011,,,PASS
1085011,S10,U000012,,,PASS
1098520,S21,U000002,,,PASS
1139113,S10,U000013,,,PASS
1164283,S21,U000003,,,PASS
1217934,S21,U000004,,,PASS
1230523,S10,U000014,,,PASS
1275235,S10,U000015,,,PASS
1293891,S21,U000005,,,PASS
1330434,S10,U000016,,,PASS
1345655,S21,U000006,,,PASS
1376087,S10,U000017,,,PASS
1410814,S21,U000007,,,PASS
1437010,S10,U000018,,,PASS
1471677,S21,U000008,,,PASS
1520201,S10,U000019,,,PASS
1544771,S21,U000009,,,PASS
1550410,S31,U000001,,,PASS
1575886,S10,U000020,,,PASS
1598736,S21,U000010,,,PASS
1618072,S31,U000002,,,PASS
1628328,S10,U000021,,,PASS
1666773,S21,U000011,,,PASS
1681929,S10,U000022,,,PASS
1714667,S31,U000003,,,PASS
1729858,S21,U000012,,,PASS
1743661,S10,U000023,,,PASS
1781282,S21,U000013,,,PASS
1783602,S31,U000004,,,PASS
1795101,S10,U000024,,,PASS
1837491,S31,U000005,,,PASS
1851882,S10,U000025,,,PASS
1860826,S21,U000014,,,PASS
1900546,S31,U000006,,,PASS
1913079,S10,U000026,,,PASS
1940383,S21,U000015,,,PASS
1950609,S31,U000007,,,PASS
1962243,S10,U000027,,,PASS
2001955,S31,U000008,,,PASS
2016663,S10,U000028,,,PASS
2018366,S21,U000016,,,PASS
2059335,S31,U000009,,,PASS
2065635,S10,U000029,,,PASS
2066053,S21,U000017,,,PASS
2111762,S10,U000030,,,PASS
2118325,S21,U000018,,,PASS
2128376,S31,U000010,,,PASS
2186745,S10,U000031,,,PASS
2200312,S31,U000011,,,PASS
2205060,S21,U000019,,,PASS
2241095,S10,U000032,,,PASS
2252420,S31,U000012,,,PASS
2263551,S21,U000020,,,PASS
2296235,S10,U000033,,,PASS
2333598,S21,U000021,,,PASS
2352501,S31,U000013,,,PASS
2362166,S10,U000034,,,PASS
2391964,S21,U000022,,,PASS
2414883,S10,U000035,,,PASS
2422561,S31,U000014,,,PASS
2444568,S21,U000023,,,PASS
2463876,S10,U000036,,,PASS
2489055,S21,U000024,,,PASS
2495464,S31,U000015,,,PASS
2515071,S10,U000037,,,PASS
2543025,S31,U000016,,,PASS
2551396,S21,U000025,,,PASS
2576435,S10,U000038,,,PASS
2610417,S21,U000026,,,PASS
2620351,S31,U000017,,,PASS
2640223,S10,U000039,,,PASS
2665148,S21,U000027,,,PASS
2667401,S31,U000018,,,PASS
2695204,S10,U000040,,,PASS
2711648,S21,U000028,,,PASS
2740632,S31,U000019,,,PASS
2782157,S10,U000041,,,PASS
2790548,S21,U000029,,,PASS
2806559,S31,U000020,,,PASS
2844822,S10,U000042,,,PASS
2852747,S21,U000030,,,PASS
2866566,S31,U000021,,,PASS
2915515,S10,U000043,,,PASS
2916104,S31,U000022,,,PASS
2926638,S21,U000031,,,PASS
2967127,S10,U000044,,,PASS
2979493,S21,U000032,,,PASS
2999593,S31,U000023,,,PASS
3011623,S10,U000045,,,PASS
