event_id,timestamp_ms,event_type,station_id,unit_id,queue_length_after,previous_state,new_state,cycle_time_ms
EV000001,0,PROCESSING_STARTED,S01,U000001,0,IDLE,PROCESSING,37675
EV000002,37675,PROCESSING_COMPLETED,S01,U000001,0,PROCESSING,,37675
EV000003,37675,UNIT_ARRIVED,S02,U000001,1,,,
EV000004,37675,PROCESSING_STARTED,S02,U000001,0,IDLE,PROCESSING,48124
EV000005,37675,PROCESSING_STARTED,S01,U000002,0,IDLE,PROCESSING,32743
EV000006,70418,PROCESSING_COMPLETED,S01,U000002,0,PROCESSING,,32743
EV000007,70418,UNIT_ARRIVED,S02,U000002,1,,,
EV000008,70418,PROCESSING_STARTED,S01,U000003,0,IDLE,PROCESSING,32726
EV000009,85799,PROCESSING_COMPLETED,S02,U000001,1,PROCESSING,,48124
EV000010,85799,UNIT_ARRIVED,S03,U000001,1,,,
EV000011,85799,PROCESSING_STARTED,S03,U000001,0,IDLE,PROCESSING,39560
EV000012,85799,PROCESSING_STARTED,S02,U000002,0,IDLE,PROCESSING,47485
EV000013,103144,PROCESSING_COMPLETED,S01,U000003,0,PROCESSING,,32726
EV000014,103144,UNIT_ARRIVED,S02,U000003,1,,,
EV000015,103144,PROCESSING_STARTED,S01,U000004,0,IDLE,PROCESSING,37557
EV000016,125359,PROCESSING_COMPLETED,S03,U000001,0,PROCESSING,,39560
EV000017,125359,UNIT_ARRIVED,S04,U000001,1,,,
EV000018,125359,PROCESSING_STARTED,S04,U000001,0,IDLE,PROCESSING,53028
EV000019,133284,PROCESSING_COMPLETED,S02,U000002,1,PROCESSING,,47485
EV000020,133284,UNIT_ARRIVED,S03,U000002,1,,,
EV000021,133284,PROCESSING_STARTED,S03,U000002,0,STARVED,PROCESSING,59876
EV000022,133284,PROCESSING_STARTED,S02,U000003,0,IDLE,PROCESSING,43445
EV000023,140701,PROCESSING_COMPLETED,S01,U000004,0,PROCESSING,,37557
EV000024,140701,UNIT_ARRIVED,S02,U000004,1,,,
EV000025,140701,PROCESSING_STARTED,S01,U000005,0,IDLE,PROCESSING,36032
EV000026,176729,PROCESSING_COMPLETED,S02,U000003,1,PROCESSING,,43445
EV000027,176729,UNIT_ARRIVED,S03,U000003,1,,,
EV000028,176729,PROCESSING_STARTED,S02,U000004,0,IDLE,PROCESSING,44813
EV000029,176733,PROCESSING_COMPLETED,S01,U000005,0,PROCESSING,,36032
EV000030,176733,UNIT_ARRIVED,S02,U000005,1,,,
EV000031,176733,PROCESSING_STARTED,S01,U000006,0,IDLE,PROCESSING,38665
EV000032,178387,PROCESSING_COMPLETED,S04,U000001,0,PROCESSING,,53028
EV000033,178387,UNIT_ARRIVED,S05,U000001,1,,,
EV000034,178387,PROCESSING_STARTED,S05,U000001,0,IDLE,PROCESSING,54991
EV000035,193160,PROCESSING_COMPLETED,S03,U000002,1,PROCESSING,,59876
EV000036,193160,UNIT_ARRIVED,S04,U000002,1,,,
EV000037,193160,PROCESSING_STARTED,S04,U000002,0,STARVED,PROCESSING,47998
EV000038,193160,PROCESSING_STARTED,S03,U000003,0,IDLE,PROCESSING,45848
EV000039,215398,PROCESSING_COMPLETED,S01,U000006,0,PROCESSING,,38665
EV000040,215398,UNIT_ARRIVED,S02,U000006,2,,,
EV000041,215398,PROCESSING_STARTED,S01,U000007,0,IDLE,PROCESSING,46276
EV000042,221542,PROCESSING_COMPLETED,S02,U000004,2,PROCESSING,,44813
EV000043,221542,UNIT_ARRIVED,S03,U000004,1,,,
EV000044,221542,PROCESSING_STARTED,S02,U000005,1,IDLE,PROCESSING,35767
EV000045,233378,PROCESSING_COMPLETED,S05,U000001,0,PROCESSING,,54991
EV000046,233378,UNIT_ARRIVED,S06,U000001,1,,,
EV000047,233378,PROCESSING_STARTED,S06,U000001,0,IDLE,PROCESSING,68390
EV000048,239008,PROCESSING_COMPLETED,S03,U000003,1,PROCESSING,,45848
EV000049,239008,UNIT_ARRIVED,S04,U000003,1,,,
EV000050,239008,PROCESSING_STARTED,S03,U000004,0,IDLE,PROCESSING,54707
EV000051,241158,PROCESSING_COMPLETED,S04,U000002,1,PROCESSING,,47998
EV000052,241158,UNIT_ARRIVED,S05,U000002,1,,,
EV000053,241158,PROCESSING_STARTED,S05,U000002,0,STARVED,PROCESSING,56966
EV000054,241158,PROCESSING_STARTED,S04,U000003,0,IDLE,PROCESSING,41762
EV000055,257309,PROCESSING_COMPLETED,S02,U000005,1,PROCESSING,,35767
EV000056,257309,UNIT_ARRIVED,S03,U000005,1,,,
EV000057,257309,PROCESSING_STARTED,S02,U000006,0,IDLE,PROCESSING,39958
EV000058,261674,PROCESSING_COMPLETED,S01,U000007,0,PROCESSING,,46276
EV000059,261674,UNIT_ARRIVED,S02,U000007,1,,,
EV000060,261674,PROCESSING_STARTED,S01,U000008,0,IDLE,PROCESSING,38472
EV000061,282920,PROCESSING_COMPLETED,S04,U000003,0,PROCESSING,,41762
EV000062,282920,UNIT_ARRIVED,S05,U000003,1,,,
EV000063,293715,PROCESSING_COMPLETED,S03,U000004,1,PROCESSING,,54707
EV000064,293715,UNIT_ARRIVED,S04,U000004,1,,,
EV000065,293715,PROCESSING_STARTED,S04,U000004,0,STARVED,PROCESSING,53166
EV000066,293715,PROCESSING_STARTED,S03,U000005,0,IDLE,PROCESSING,45375
EV000067,297267,PROCESSING_COMPLETED,S02,U000006,1,PROCESSING,,39958
EV000068,297267,UNIT_ARRIVED,S03,U000006,1,,,
EV000069,297267,PROCESSING_STARTED,S02,U000007,0,IDLE,PROCESSING,38601
EV000070,298124,PROCESSING_COMPLETED,S05,U000002,1,PROCESSING,,56966
EV000071,298124,UNIT_ARRIVED,S06,U000002,1,,,
EV000072,298124,PROCESSING_STARTED,S05,U000003,0,IDLE,PROCESSING,59005
EV000073,300146,PROCESSING_COMPLETED,S01,U000008,0,PROCESSING,,38472
EV000074,300146,UNIT_ARRIVED,S02,U000008,1,,,
EV000075,300146,PROCESSING_STARTED,S01,U000009,0,IDLE,PROCESSING,39764
EV000076,301768,PROCESSING_COMPLETED,S06,U000001,1,PROCESSING,,68390
EV000077,301768,UNIT_ARRIVED,S07,U000001,1,,,
EV000078,301768,PROCESSING_STARTED,S07,U000001,0,IDLE,PROCESSING,66692
EV000079,301768,PROCESSING_STARTED,S06,U000002,0,IDLE,PROCESSING,57249
EV000080,335868,PROCESSING_COMPLETED,S02,U000007,1,PROCESSING,,38601
EV000081,335868,UNIT_ARRIVED,S03,U000007,2,,,
EV000082,335868,PROCESSING_STARTED,S02,U000008,0,IDLE,PROCESSING,41205
EV000083,339090,PROCESSING_COMPLETED,S03,U000005,2,PROCESSING,,45375
EV000084,339090,UNIT_ARRIVED,S04,U000005,1,,,
EV000085,339090,PROCESSING_STARTED,S03,U000006,1,IDLE,PROCESSING,49599
