timestamp_ms,station_id,unit_id,check_type,result
368460,S07,U000001,VISUAL_ALIGNMENT,PASS
439106,S07,U000002,VISUAL_ALIGNMENT,PASS
493796,S07,U000003,VISUAL_ALIGNMENT,PASS
547692,S07,U000004,VISUAL_ALIGNMENT,PASS
621262,S07,U000005,VISUAL_ALIGNMENT,PASS
675277,S07,U000006,VISUAL_ALIGNMENT,PASS
744930,S07,U000007,VISUAL_ALIGNMENT,PASS
748902,S14,U000001,VISUAL_ALIGNMENT,PASS
798180,S07,U000008,VISUAL_ALIGNMENT,PASS
816782,S14,U000002,VISUAL_ALIGNMENT,PASS
858053,S07,U000009,VISUAL_ALIGNMENT,PASS
864051,S14,U000003,VISUAL_ALIGNMENT,PASS
905896,S07,U000010,VISUAL_ALIGNMENT,PASS
940735,S14,U000004,VISUAL_ALIGNMENT,PASS
977034,S07,U000011,VISUAL_ALIGNMENT,PASS
994491,S14,U000005,VISUAL_ALIGNMENT,PASS
1041594,S14,U000006,VISUAL_ALIGNMENT,PASS
1078462,S07,U000012,VISUAL_ALIGNMENT,PASS
1111700,S21,U000001,VISUAL_ALIGNMENT,PASS
1124430,S14,U000007,VISUAL_ALIGNMENT,PASS
1142233,S07,U000013,VISUAL_ALIGNMENT,PASS
1185320,S14,U000008,VISUAL_ALIGNMENT,PASS
1206215,S21,U000002,VISUAL_ALIGNMENT,PASS
1209985,S07,U000014,VISUAL_ALIGNMENT,PASS
1251248,S14,U000009,VISUAL_ALIGNMENT,PASS
1271385,S21,U000003,VISUAL_ALIGNMENT,PASS
1281542,S07,U000015,VISUAL_ALIGNMENT,PASS
1303392,S14,U000010,VISUAL_ALIGNMENT,FAIL
1329668,S21,U000004,VISUAL_ALIGNMENT,PASS
1335828,S07,U000016,VISUAL_ALIGNMENT,PASS
1366908,S14,U000011,VISUAL_ALIGNMENT,PASS
1383514,S21,U000005,VISUAL_ALIGNMENT,PASS
1399256,S07,U000017,VISUAL_ALIGNMENT,PASS
1412428,S14,U000012,VISUAL_ALIGNMENT,PASS
1439489,S21,U000006,VISUAL_ALIGNMENT,PASS
1447886,S28,U000001,VISUAL_ALIGNMENT,PASS
1471582,S07,U000018,VISUAL_ALIGNMENT,FAIL
1502229,S14,U000013,VISUAL_ALIGNMENT,PASS
1505869,S21,U000007,VISUAL_ALIGNMENT,PASS
1525951,S07,U000019,VISUAL_ALIGNMENT,PASS
1548739,S28,U000002,VISUAL_ALIGNMENT,PASS
1560812,S14,U000014,VISUAL_ALIGNMENT,PASS
1561692,S21,U000008,VISUAL_ALIGNMENT,PASS
1598337,S07,U000020,VISUAL_ALIGNMENT,PASS
1626653,S28,U000003,VISUAL_ALIGNMENT,PASS
1631256,S14,U000015,VISUAL_ALIGNMENT,PASS
1645129,S21,U000009,VISUAL_ALIGNMENT,PASS
1664564,S07,U000021,VISUAL_ALIGNMENT,PASS
1693895,S14,U000016,VISUAL_ALIGNMENT,PASS
1706759,S28,U000004,VISUAL_ALIGNMENT,PASS
1729625,S21,U000010,VISUAL_ALIGNMENT,PASS
