unit_id,created_at_ms,vehicle_model,supplier_batch
U000001,0,MODEL_A,BATCH_01
U000002,43608,MODEL_A,BATCH_01
U000003,81440,MODEL_A,BATCH_01
U000004,116747,MODEL_A,BATCH_01
U000005,157601,MODEL_B,BATCH_01
U000006,193188,MODEL_A,BATCH_01
U000007,236552,MODEL_A,BATCH_02
U000008,268173,MODEL_A,BATCH_01
U000009,312496,MODEL_A,BATCH_01
U000010,351396,MODEL_B,BATCH_01
U000011,390001,MODEL_A,BATCH_01
U000012,425219,MODEL_A,BATCH_01
U000013,470269,MODEL_A,BATCH_01
U000014,510223,MODEL_A,BATCH_02
U000015,551658,MODEL_B,BATCH_01
U000016,594721,MODEL_A,BATCH_01
U000017,630172,MODEL_A,BATCH_01
U000018,668557,MODEL_A,BATCH_01
U000019,702268,MODEL_A,BATCH_01
U000020,734770,MODEL_B,BATCH_01
U000021,769355,MODEL_A,BATCH_02
U000022,808606,MODEL_A,BATCH_01
U000023,847860,MODEL_A,BATCH_01
U000024,889633,MODEL_A,BATCH_01
U000025,927436,MODEL_B,BATCH_01
U000026,960029,MODEL_A,BATCH_01
U000027,989211,MODEL_A,BATCH_01
U000028,1028522,MODEL_A,BATCH_02
U000029,1065567,MODEL_A,BATCH_01
U000030,1103617,MODEL_B,BATCH_01
U000031,1143168,MODEL_A,BATCH_01
U000032,1183652,MODEL_A,BATCH_01
U000033,1217045,MODEL_A,BATCH_01
U000034,1254043,MODEL_A,BATCH_01
U000035,1290080,MODEL_B,BATCH_02
U000036,1331022,MODEL_A,BATCH_01
U000037,1370648,MODEL_A,BATCH_01
U000038,1410512,MODEL_A,BATCH_01
U000039,1445044,MODEL_A,BATCH_01
U000040,1476687,MODEL_B,BATCH_01
U000041,1522816,MODEL_A,BATCH_01
U000042,1565694,MODEL_A,BATCH_02
U000043,1604580,MODEL_A,BATCH_01
U000044,1652721,MODEL_A,BATCH_01
U000045,1694707,MODEL_B,BATCH_01
U000046,1738422,MODEL_A,BATCH_01
