timestamp_ms,station_id,sensor_type,value,unit
0,S01,VIBRATION,1.1089,g
0,S01,TEMPERATURE,60.6837,C
0,S03,VIBRATION,0.161487,g
0,S03,TEMPERATURE,38.8501,C
0,S03,CURRENT,2.17864,A
0,S08,VIBRATION,0.149874,g
0,S08,TEMPERATURE,38.7139,C
0,S08,CURRENT,2.22625,A
0,S17,VIBRATION,0.177031,g
0,S17,TEMPERATURE,39.1982,C
0,S36,VIBRATION,0.176681,g
0,S36,TEMPERATURE,39.36,C
0,S36,CURRENT,2.21919,A
0,S37,VIBRATION,0.202346,g
0,S37,TEMPERATURE,39.002,C
0,S40,VIBRATION,0.222141,g
0,S40,TEMPERATURE,38.9086,C
0,S18,VIBRATION,0.216678,g
0,S18,TEMPERATURE,38.8198,C
0,S18,CURRENT,1.94453,A
0,S38,VIBRATION,0.159122,g
0,S38,TEMPERATURE,38.9445,C
0,S38,CURRENT,2.292,A
0,S39,VIBRATION,0.174781,g
0,S39,TEMPERATURE,39.3265,C
0,S39,CURRENT,2.27513,A
0,S09,VIBRATION,0.202554,g
0,S09,TEMPERATURE,38.8309,C
0,S19,VIBRATION,0.220173,g
0,S19,TEMPERATURE,38.7357,C
0,S19,CURRENT,2.15614,A
0,S20,VIBRATION,0.196305,g
0,S20,TEMPERATURE,38.8093,C
0,S04,VIBRATION,0.0580518,g
0,S04,TEMPERATURE,38.8565,C
0,S04,CURRENT,2.0743,A
0,S10,VIBRATION,0.128835,g
0,S10,TEMPERATURE,39.1885,C
0,S22,VIBRATION,0.217881,g
0,S22,TEMPERATURE,39.4133,C
0,S22,CURRENT,2.11975,A
0,S23,VIBRATION,0.213581,g
0,S23,TEMPERATURE,38.9443,C
0,S23,CURRENT,1.99106,A
0,S11,VIBRATION,0.201032,g
0,S11,TEMPERATURE,38.9545,C
0,S11,CURRENT,2.027,A
0,S24,VIBRATION,0.164776,g
0,S24,TEMPERATURE,38.945,C
0,S24,CURRENT,2.25234,A
0,S25,VIBRATION,0.198747,g
0,S25,TEMPERATURE,38.8819,C
0,S02,VIBRATION,0.177677,g
0,S02,TEMPERATURE,38.7614,C
0,S02,CURRENT,2.2785,A
0,S05,VIBRATION,0.13493,g
0,S05,TEMPERATURE,38.9295,C
0,S12,VIBRATION,0.197864,g
0,S12,TEMPERATURE,38.8458,C
0,S12,CURRENT,2.31118,A
0,S26,VIBRATION,0.162986,g
0,S26,TEMPERATURE,38.5843,C
0,S26,CURRENT,2.33379,A
0,S27,VIBRATION,0.288611,g
0,S27,TEMPERATURE,38.6035,C
0,S27,CURRENT,2.09148,A
0,S13,VIBRATION,0.109016,g
0,S13,TEMPERATURE,38.8661,C
0,S29,VIBRATION,0.0985655,g
0,S29,TEMPERATURE,39.2609,C
0,S30,VIBRATION,0.219197,g
0,S30,TEMPERATURE,38.9408,C
0,S06,VIBRATION,0.197396,g
0,S06,TEMPERATURE,39.081,C
0,S06,CURRENT,2.24621,A
0,S15,VIBRATION,0.167645,g
0,S15,TEMPERATURE,38.7745,C
0,S15,CURRENT,1.98322,A
0,S31,VIBRATION,0.173795,g
0,S31,TEMPERATURE,38.8514,C
