timestamp_ms,station_id,unit_id,defect_type,severity,result
486380,S10,U000001,,,PASS
580261,S10,U000002,,,PASS
643872,S10,U000003,,,PASS
695521,S10,U000004,,,PASS
745017,S10,U000005,,,PASS
807356,S10,U000006,,,PASS
861373,S10,U000007,,,PASS
961835,S10,U000008,,,PASS
996735,S20,U000001,,,PASS
1026068,S10,U000009,,,PASS
1090003,S10,U000010,,,PASS
1104929,S20,U000002,,,PASS
1147489,S10,U000011,,,PASS
1163664,S20,U000003,,,PASS
1219138,S10,U000012,,,PASS
1261873,S20,U000004,,,PASS
1275511,S10,U000013,,,PASS
1321795,S20,U000005,,,PASS
1322277,S10,U000014,,,PASS
1376078,S10,U000015,,,PASS
1386900,S20,U000006,,,PASS
1430052,S10,U000016,,,PASS
1472299,S20,U000007,,,PASS
1487521,S10,U000017,,,PASS
1519262,S30,U000001,,,PASS
1531868,S20,U000008,,,PASS
1554758,S10,U000018,,,PASS
1582793,S20,U000009,,,PASS
1598355,S10,U000019,,,PASS
1621915,S30,U000002,,,PASS
1658644,S20,U000010,,,PASS
1665092,S10,U000020,,,PASS
1690893,S30,U000003,,,PASS
1704670,S20,U000011,,,PASS
1738291,S10,U000021,,,PASS
1745181,S20,U000012,,,PASS
1798643,S10,U000022,,,PASS
1813684,S30,U000004,,,PASS
1829228,S20,U000013,,,PASS
1844749,S10,U000023,,,PASS
1898996,S30,U000005,,,PASS
1899746,S20,U000014,,,PASS
1907613,S10,U000024,,,PASS
1951726,S20,U000015,,,PASS
1959303,S10,U000025,,,PASS
1971044,S30,U000006,,,PASS
1984963,S40,U000001,,,PASS
2019962,S10,U000026,,,PASS
2037534,S20,U000016,,,PASS
2040841,S30,U000007,,,PASS
2066985,S10,U000027,,,PASS
2087848,S30,U000008,,,PASS
2090250,S20,U000017,,,PASS
2098275,S40,U000002,,,PASS
2149808,S10,U000028,,,PASS
2150552,S30,U000009,,,PASS
2171323,S20,U000018,,,PASS
2177398,S40,U000003,,,PASS
2211622,S10,U000029,,,PASS
2233889,S30,U000010,,,PASS
2240079,S20,U000019,,,PASS
2282743,S10,U000030,,,PASS
2286296,S40,U000004,,,PASS
2301538,S20,U000020,,,PASS
2306135,S30,U000011,,,PASS
2332509,S10,U000031,,,PASS
2343816,S40,U000005,,,PASS
2349687,S30,U000012,,,PASS
2370729,S20,U000021,,,PASS
2394387,S10,U000032,,,PASS
2419778,S20,U000022,,,PASS
2437376,S40,U000006,,,PASS
2451460,S30,U000013,,,PASS
2455455,S10,U000033,,,PASS
2481557,S20,U000023,,,PASS
2508516,S10,U000034,,,PASS
2510602,S40,U000007,,,PASS
2518403,S30,U000014,,,PASS
2552188,S20,U000024,,,PASS
2563745,S30,U000015,,,PASS
2572195,S10,U000035,,,PASS
2574107,S40,U000008,,,PASS
2605229,S30,U000016,,,PASS
2612209,S20,U000025,,,PASS
2640910,S10,U000036,,,PASS
2644516,S40,U000009,,,PASS
2665369,S20,U000026,,,PASS
2694575,S30,U000017,,,PASS
2697291,S10,U000037,,,PASS
2713102,S40,U000010,,,PASS
2722308,S20,U000027,,,PASS
2752616,S30,U000018,,,PASS
2770183,S10,U000038,,,PASS
2792411,S40,U000011,,,PASS
2802934,S30,U000019,,,PASS
2802990,S20,U000028,,,PASS
2842942,S10,U000039,,,PASS
2855435,S20,U000029,,,PASS
2858047,S40,U000012,,,PASS
2865006,S30,U000020,,,PASS
2904451,S40,U000013,,,PASS
2910596,S20,U000030,,,PASS
2911716,S10,U000040,,,PASS
2945673,S30,U000021,,,PASS
2974075,S10,U000041,,,PASS
2974295,S40,U000014,,,PASS
2974945,S20,U000031,,,PASS
3003868,S30,U000022,,,PASS
3023746,S10,U000042,,,PASS
3039628,S20,U000032,,,PASS
3056444,S40,U000015,,,PASS
3058909,S30,U000023,,,PASS
3084145,S20,U000033,,,PASS
3092358,S10,U000043,,,PASS
3117212,S40,U000016,,,PASS
3126238,S30,U000024,,,PASS
3137742,S10,U000044,,,PASS
3158717,S20,U000034,,,PASS
3175799,S40,U000017,,,PASS
3186163,S30,U000025,,,PASS
3213541,S10,U000045,,,PASS
3221150,S20,U000035,,,PASS
3232191,S40,U000018,,,PASS
3257650,S30,U000026,,,PASS
3267589,S10,U000046,,,PASS
3273877,S20,U000036,,,PASS
3319785,S30,U000027,,,PASS
3322054,S20,U000037,,,PASS
3323064,S10,U000047,,,PASS
3324231,S40,U000019,,,PASS
3380471,S40,U000020,,,PASS
3382529,S30,U000028,,,PASS
3391492,S20,U000038,,,PASS
3403124,S10,U000048,,,PASS
3427538,S40,U000021,,,PASS
3435739,S30,U000029,,,PASS
3453634,S20,U000039,,,PASS
3464268,S10,U000049,,,PASS
3494011,S40,U000022,,,PASS
3495506,S30,U000030,,,PASS
3501538,S20,U000040,,,PASS
3518267,S10,U000050,,,PASS
3546508,S40,U000023,,,PASS
3554899,S30,U000031,,,PASS
3555575,S20,U000041,,,PASS
3581773,S10,U000051,,,PASS
3621219,S20,U000042,,,PASS
3631331,S40,U000024,,,PASS
3631603,S30,U000032,,,PASS
3645991,S10,U000052,,,PASS
3675225,S30,U000033,,,PASS
3678047,S20,U000043,,,PASS
3681608,S40,U000025,,,PASS
3693929,S10,U000053,,,PASS
3729362,S40,U000026,,,PASS
3741704,S30,U000034,,,PASS
3747693,S20,U000044,,,PASS
3764107,S10,U000054,,,PASS
3786415,S40,U000027,,,PASS
3803165,S30,U000035,,,PASS
3814534,S20,U000045,,,PASS
3823833,S10,U000055,,,PASS
3859117,S30,U000036,,,PASS
3866187,S40,U000028,,,PASS
3872367,S20,U000046,,,PASS
3878399,S10,U000056,,,PASS
3911976,S40,U000029,,,PASS
3920285,S30,U000037,,,PASS
3935850,S10,U000057,,,PASS
3948400,S20,U000047,,,PASS
3991590,S30,U000038,,,PASS
4001245,S40,U000030,,,PASS
4006284,S20,U000048,,,PASS
4011053,S10,U000058,,,PASS
4061836,S20,U000049,,,PASS
4072553,S30,U000039,,,PASS
4080673,S10,U000059,,,PASS
4085326,S40,U000031,,,PASS
4109833,S20,U000050,,,PASS
4124684,S10,U000060,,,PASS
4144906,S40,U000032,,,PASS
4157778,S30,U000040,,,PASS
4159452,S20,U000051,,,PASS
4190808,S40,U000033,,,PASS
4197137,S10,U000061,,,PASS
4206648,S30,U000041,,,PASS
4227329,S20,U000052,,,PASS
4243422,S10,U000062,,,PASS
4261253,S40,U000034,,,PASS
4261717,S30,U000042,,,PASS
4278615,S20,U000053,,,PASS
4304604,S10,U000063,,,PASS
4324270,S40,U000035,WELD_MISALIGNMENT,4,FAIL
4331996,S30,U000043,,,PASS
4336537,S20,U000054,,,PASS
4385173,S40,U000036,,,PASS
4385494,S10,U000064,,,PASS
4398058,S20,U000055,,,PASS
4402478,S30,U000044,,,PASS
4434322,S10,U000065,,,PASS
4460357,S30,U000045,,,PASS
4461669,S40,U000037,,,PASS
4469284,S20,U000056,,,PASS
4501231,S10,U000066,,,PASS
4513259,S40,U000038,,,PASS
4538252,S30,U000046,,,PASS
4549722,S20,U000057,,,PASS
4556058,S10,U000067,,,PASS
4571114,S40,U000039,,,PASS
4597468,S30,U000047,,,PASS
4605650,S20,U000058,,,PASS
4608939,S10,U000068,,,PASS
4661775,S30,U000048,,,PASS
4666181,S10,U000069,,,PASS
4670375,S40,U000040,,,PASS
4685725,S20,U000059,,,PASS
4718828,S40,U000041,,,PASS
4720842,S30,U000049,,,PASS
4722931,S20,U000060,,,PASS
4750479,S10,U000070,,,PASS
4769970,S40,U000042,,,PASS
4775431,S30,U000050,,,PASS
4794024,S20,U000061,,,PASS
4808379,S10,U000071,,,PASS
4821245,S30,U000051,,,PASS
4822761,S40,U000043,,,PASS
4863496,S10,U000072,,,PASS
4866038,S20,U000062,,,PASS
4884770,S40,U000044,,,PASS
4912518,S10,U000073,,,PASS
4912715,S20,U000063,,,PASS
4929668,S30,U000052,,,PASS
