timestamp_ms,station_id,sensor_type,value,unit
0,S01,VIBRATION,0.843837,g
0,S01,TEMPERATURE,42.6499,C
0,S01,CURRENT,12.4886,A
0,S01,TORQUE,51.2119,Nm
0,S02,VIBRATION,0.189128,g
0,S02,TEMPERATURE,39.6023,C
0,S02,CURRENT,2.21326,A
0,S02,TORQUE,12.6993,Nm
0,S06,VIBRATION,0.113385,g
0,S06,TEMPERATURE,40.0061,C
0,S06,CURRENT,2.22909,A
0,S06,TORQUE,13.1488,Nm
0,S16,VIBRATION,0.130472,g
0,S16,TEMPERATURE,39.8484,C
0,S16,CURRENT,2.31291,A
0,S16,TORQUE,12.3703,Nm
0,S32,VIBRATION,0.135167,g
0,S32,TEMPERATURE,39.8358,C
0,S15,VIBRATION,0.116896,g
0,S15,TEMPERATURE,39.9598,C
0,S15,CURRENT,2.33327,A
0,S15,TORQUE,12.5431,Nm
0,S05,VIBRATION,0.188005,g
0,S05,TEMPERATURE,39.7918,C
0,S05,CURRENT,2.17077,A
0,S05,TORQUE,12.5567,Nm
0,S14,VIBRATION,0.200191,g
0,S14,TEMPERATURE,39.7917,C
0,S31,VIBRATION,0.136946,g
0,S31,TEMPERATURE,39.6531,C
0,S29,VIBRATION,0.129589,g
0,S29,TEMPERATURE,39.9516,C
0,S29,CURRENT,2.12038,A
0,S29,TORQUE,12.1893,Nm
0,S12,VIBRATION,0.155962,g
0,S12,TEMPERATURE,39.9009,C
0,S12,CURRENT,2.5069,A
0,S12,TORQUE,13.4982,Nm
0,S28,VIBRATION,0.170506,g
0,S28,TEMPERATURE,40.2367,C
0,S28,CURRENT,2.22072,A
0,S28,TORQUE,13.3602,Nm
0,S27,VIBRATION,0.174192,g
0,S27,TEMPERATURE,39.9372,C
0,S03,VIBRATION,0.201804,g
0,S03,TEMPERATURE,39.9324,C
0,S03,CURRENT,2.18572,A
0,S03,TORQUE,12.8784,Nm
0,S04,VIBRATION,0.180235,g
0,S04,TEMPERATURE,39.9295,C
0,S11,VIBRATION,0.190779,g
0,S11,TEMPERATURE,40.2074,C
0,S11,CURRENT,2.31571,A
0,S11,TORQUE,13.2272,Nm
0,S26,VIBRATION,0.16201,g
0,S26,TEMPERATURE,39.8485,C
0,S26,CURRENT,2.46327,A
0,S26,TORQUE,11.9863,Nm
0,S25,VIBRATION,0.186033,g
0,S25,TEMPERATURE,39.9374,C
0,S25,CURRENT,2.14415,A
0,S25,TORQUE,12.394,Nm
0,S10,VIBRATION,0.184175,g
0,S10,TEMPERATURE,40.0262,C
0,S23,VIBRATION,0.153528,g
0,S23,TEMPERATURE,40.0344,C
0,S23,CURRENT,2.17324,A
0,S23,TORQUE,12.6443,Nm
0,S22,VIBRATION,0.197105,g
0,S22,TEMPERATURE,40.2397,C
0,S22,CURRENT,2.29995,A
0,S22,TORQUE,12.2294,Nm
0,S07,VIBRATION,0.177981,g
0,S07,TEMPERATURE,39.913,C
0,S07,CURRENT,2.41407,A
0,S07,TORQUE,12.9153,Nm
0,S09,VIBRATION,0.104721,g
0,S09,TEMPERATURE,40.0206,C
0,S21,VIBRATION,0.217709,g
0,S21,TEMPERATURE,39.6508,C
0,S20,VIBRATION,0.103406,g
0,S20,TEMPERATURE,39.6095,C
0,S20,CURRENT,2.15759,A
0,S20,TORQUE,13.3467,Nm
0,S17,VIBRATION,0.195322,g
0,S17,TEMPERATURE,39.8244,C
0,S17,CURRENT,2.09058,A
0,S17,TORQUE,13.2945,Nm
0,S19,VIBRATION,0.185173,g
0,S19,TEMPERATURE,39.9792,C
0,S19,CURRENT,2.12723,A
0,S19,TORQUE,12.5985,Nm
