timestamp_ms,station_id,unit_id,defect_type,severity,result
494920,S10,U000001,,,PASS
579508,S10,U000002,,,PASS
638893,S10,U000003,WELD_MISALIGNMENT,4,FAIL
712834,S10,U000004,,,PASS
763739,S10,U000005,,,PASS
840509,S10,U000006,,,PASS
905353,S10,U000007,,,PASS
957284,S10,U000008,,,PASS
1014095,S10,U000009,,,PASS
1018082,S20,U000001,,,PASS
1084825,S10,U000010,,,PASS
1131244,S20,U000002,,,PASS
1148460,S10,U000011,,,PASS
1190904,S20,U000003,WELD_MISALIGNMENT,4,FAIL
1233889,S10,U000012,,,PASS
1257939,S20,U000004,,,PASS
1282093,S10,U000013,,,PASS
1302971,S20,U000005,,,PASS
1340625,S10,U000014,,,PASS
1393069,S10,U000015,,,PASS
1401182,S20,U000006,,,PASS
1448400,S10,U000016,,,PASS
1451715,S20,U000007,,,PASS
1506149,S20,U000008,,,PASS
1508284,S10,U000017,,,PASS
1558996,S10,U000018,,,PASS
1559409,S30,U000001,,,PASS
1562520,S20,U000009,,,PASS
1630200,S20,U000010,,,PASS
1634653,S10,U000019,,,PASS
1662161,S30,U000002,,,PASS
1689217,S10,U000020,,,PASS
1691769,S20,U000011,,,PASS
1733678,S30,U000003,WELD_MISALIGNMENT,4,FAIL
1767624,S20,U000012,,,PASS
1797623,S10,U000021,,,PASS
1803438,S30,U000004,,,PASS
1824150,S20,U000013,,,PASS
1845684,S10,U000022,,,PASS
1867621,S30,U000005,,,PASS
1906676,S20,U000014,,,PASS
1907536,S10,U000023,,,PASS
1943178,S30,U000006,,,PASS
1951315,S20,U000015,,,PASS
1964317,S10,U000024,,,PASS
2003277,S30,U000007,,,PASS
2048059,S10,U000025,,,PASS
2051509,S30,U000008,,,PASS
2065406,S40,U000001,,,PASS
2068566,S20,U000016,,,PASS
2102540,S30,U000009,,,PASS
2109619,S10,U000026,WELD_MISALIGNMENT,4,FAIL
2128939,S20,U000017,,,PASS
2135062,S40,U000002,,,PASS
2172102,S10,U000027,,,PASS
2183234,S20,U000018,,,PASS
2199989,S30,U000010,,,PASS
2219918,S10,U000028,,,PASS
2229124,S40,U000003,,,PASS
2230833,S20,U000019,,,PASS
2254777,S30,U000011,,,PASS
2282089,S40,U000004,,,PASS
2307196,S10,U000029,,,PASS
2333897,S30,U000012,,,PASS
2352507,S20,U000020,,,PASS
2366005,S40,U000005,,,PASS
2367962,S10,U000030,,,PASS
2389798,S30,U000013,,,PASS
2410750,S40,U000006,,,PASS
2413975,S20,U000021,,,PASS
2420628,S10,U000031,,,PASS
2453013,S30,U000014,,,PASS
2480050,S40,U000007,,,PASS
2480748,S10,U000032,,,PASS
2481465,S20,U000022,,,PASS
2520483,S30,U000015,,,PASS
2531231,S10,U000033,,,PASS
2542380,S20,U000023,,,PASS
2549484,S40,U000008,,,PASS
2577612,S10,U000034,,,PASS
2585049,S30,U000016,,,PASS
2601371,S40,U000009,,,PASS
2602734,S20,U000024,,,PASS
2647208,S10,U000035,,,PASS
2660462,S20,U000025,,,PASS
2686603,S40,U000010,,,PASS
2708994,S10,U000036,,,PASS
2724152,S30,U000017,,,PASS
2740424,S20,U000026,WELD_MISALIGNMENT,4,FAIL
2754220,S40,U000011,,,PASS
2779973,S30,U000018,,,PASS
2806861,S10,U000037,,,PASS
2825896,S40,U000012,,,PASS
2844139,S20,U000027,,,PASS
2859902,S10,U000038,,,PASS
2868334,S30,U000019,,,PASS
2878489,S40,U000013,,,PASS
2889689,S20,U000028,,,PASS
2914289,S10,U000039,,,PASS
2925071,S40,U000014,,,PASS
2934947,S30,U000020,,,PASS
2988883,S20,U000029,,,PASS
2994528,S10,U000040,,,PASS
3003642,S40,U000015,,,PASS
3018544,S30,U000021,,,PASS
3045139,S20,U000030,,,PASS
3056172,S10,U000041,,,PASS
3068537,S40,U000016,,,PASS
3071686,S30,U000022,,,PASS
3109515,S20,U000031,,,PASS
3116344,S10,U000042,,,PASS
3119511,S30,U000023,,,PASS
3156040,S20,U000032,,,PASS
3177212,S10,U000043,,,PASS
3186651,S30,U000024,,,PASS
3207676,S40,U000017,,,PASS
3222052,S10,U000044,,,PASS
3232872,S30,U000025,,,PASS
3239851,S20,U000033,,,PASS
3267360,S10,U000045,,,PASS
3274232,S40,U000018,,,PASS
3288055,S30,U000026,,,PASS
3293856,S20,U000034,,,PASS
3306888,S10,U000046,,,PASS
3322624,S40,U000019,,,PASS
3343716,S30,U000027,,,PASS
3350323,S20,U000035,,,PASS
3354073,S10,U000047,,,PASS
3403247,S20,U000036,,,PASS
3405924,S40,U000020,,,PASS
3411659,S10,U000048,,,PASS
3443708,S30,U000028,,,PASS
3468670,S20,U000037,,,PASS
3478324,S10,U000049,,,PASS
3493504,S40,U000021,,,PASS
3527437,S20,U000038,,,PASS
3534172,S30,U000029,,,PASS
3556758,S40,U000022,,,PASS
3560528,S10,U000050,,,PASS
3596543,S30,U000030,,,PASS
3610460,S20,U000039,,,PASS
3611261,S10,U000051,,,PASS
3614348,S40,U000023,,,PASS
3661386,S20,U000040,,,PASS
3665248,S10,U000052,,,PASS
3668237,S30,U000031,,,PASS
3674808,S40,U000024,,,PASS
3719877,S10,U000053,,,PASS
3725674,S30,U000032,,,PASS
3726799,S20,U000041,,,PASS
3767852,S40,U000025,,,PASS
3773769,S10,U000054,,,PASS
3785491,S20,U000042,,,PASS
3790622,S30,U000033,,,PASS
3819682,S10,U000055,,,PASS
3820576,S40,U000026,,,PASS
3845446,S20,U000043,,,PASS
3864495,S40,U000027,,,PASS
3867564,S10,U000056,,,PASS
3867580,S30,U000034,,,PASS
3898981,S20,U000044,,,PASS
3934407,S10,U000057,,,PASS
3938177,S30,U000035,,,PASS
3960490,S20,U000045,,,PASS
3966357,S40,U000028,,,PASS
3995867,S30,U000036,,,PASS
3998385,S10,U000058,,,PASS
4009504,S20,U000046,,,PASS
4026960,S40,U000029,,,PASS
4044854,S10,U000059,,,PASS
4045829,S30,U000037,,,PASS
4081640,S20,U000047,,,PASS
4087386,S40,U000030,,,PASS
4116016,S30,U000038,,,PASS
4117095,S10,U000060,,,PASS
4132275,S20,U000048,,,PASS
4165943,S40,U000031,,,PASS
4182326,S20,U000049,,,PASS
4183742,S30,U000039,,,PASS
4209749,S10,U000061,,,PASS
4226695,S30,U000040,,,PASS
4230694,S40,U000032,,,PASS
4250166,S20,U000050,,,PASS
4276186,S30,U000041,,,PASS
4281195,S10,U000062,,,PASS
4303626,S40,U000033,,,PASS
4314383,S20,U000051,,,PASS
4330136,S30,U000042,,,PASS
4335450,S10,U000063,,,PASS
4368583,S20,U000052,,,PASS
4370131,S40,U000034,,,PASS
4401227,S30,U000043,,,PASS
4416728,S10,U000064,,,PASS
4425259,S40,U000035,,,PASS
4442891,S20,U000053,,,PASS
4452440,S30,U000044,,,PASS
4488475,S40,U000036,,,PASS
4492925,S20,U000054,,,PASS
4505568,S10,U000065,,,PASS
4527528,S30,U000045,,,PASS
4549325,S20,U000055,,,PASS
4562750,S40,U000037,,,PASS
4563065,S10,U000066,,,PASS
4596753,S30,U000046,,,PASS
4609479,S10,U000067,,,PASS
4620142,S20,U000056,,,PASS
4623024,S40,U000038,,,PASS
4645385,S30,U000047,,,PASS
4671773,S10,U000068,,,PASS
4687057,S20,U000057,,,PASS
4691839,S30,U000048,,,PASS
4695236,S40,U000039,,,PASS
4738794,S20,U000058,,,PASS
4743855,S10,U000069,,,PASS
4745383,S40,U000040,,,PASS
4765362,S30,U000049,,,PASS
4792218,S10,U000070,,,PASS
4811578,S20,U000059,,,PASS
4822145,S30,U000050,,,PASS
4837434,S40,U000041,,,PASS
4843088,S10,U000071,,,PASS
4866248,S20,U000060,,,PASS
4870416,S30,U000051,,,PASS
4883129,S40,U000042,,,PASS
4904231,S10,U000072,,,PASS
4922890,S20,U000061,,,PASS
4954417,S30,U000052,,,PASS
4954460,S40,U000043,,,PASS
4972188,S10,U000073,,,PASS
4986005,S20,U000062,,,PASS
5005134,S40,U000044,,,PASS
5013055,S30,U000053,,,PASS
5053874,S20,U000063,,,PASS
5055482,S10,U000074,,,PASS
5072545,S40,U000045,,,PASS
5091821,S30,U000054,,,PASS
5114154,S10,U000075,,,PASS
5121218,S20,U000064,,,PASS
5141434,S40,U000046,,,PASS
5159687,S30,U000055,,,PASS
5164850,S10,U000076,,,PASS
5182287,S20,U000065,,,PASS
